Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID
23071,High,0.07,19.84,4.1,91,Wallace Werner,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Prismacolor Color Pencil Set,0.44,West,California,Vallejo,94591,5/17/2010,5/18/2010,117.852,9,170.8,87175
19877,Medium,0.05,5.18,2.04,91,Wallace Werner,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,West,California,Vallejo,94591,8/18/2010,8/20/2010,34.0104,10,53.54,87176
19611,Medium,0.06,175.99,8.99,91,Wallace Werner,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,0.57,West,California,Vallejo,94591,9/4/2010,9/6/2010,2031.507,23,3363.53,87177
18241,Not Specified,0.07,99.99,19.99,91,Wallace Werner,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 External Faxmodem,0.52,West,California,Vallejo,94591,2/7/2012,2/7/2012,-95.52,3,307.29,87181
18242,Not Specified,0.08,30.98,8.99,91,Wallace Werner,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,"Boston School Pro Electric Pencil Sharpener, 1670",0.58,West,California,Vallejo,94591,2/7/2012,2/9/2012,19.57,13,373.01,87181
18846,Low,0.05,2.08,5.33,91,Wallace Werner,Express Air,Corporate,Furniture,Office Furnishings,Small Box,Eldon® Wave Desk Accessories,0.43,West,California,Vallejo,94591,9/8/2012,9/10/2012,-5.87,3,13.66,87182
18847,Low,0.08,15.42,10.68,91,Wallace Werner,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Decoflex Hanging Personal Folder File, Blue",0.58,West,California,Vallejo,94591,9/8/2012,9/13/2012,-231.34,21,314.17,87182
23069,High,0.07,8.34,1.43,92,Victoria Baker Hoover,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",0.35,South,Louisiana,Terrytown,70056,5/17/2010,5/19/2010,-190.68,16,132.08,87175
23070,High,0.09,4.98,6.07,92,Victoria Baker Hoover,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1897,0.36,South,Louisiana,Terrytown,70056,5/17/2010,5/18/2010,325.398,9,45.34,87175
23203,Medium,0.04,12.98,3.14,92,Victoria Baker Hoover,Express Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme® 8"" Straight Scissors",0.6,South,Louisiana,Terrytown,70056,12/7/2010,12/9/2010,22.818,16,216.04,87178
23432,Medium,0.06,9.85,4.82,92,Victoria Baker Hoover,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Lumber Crayons,0.47,South,Louisiana,Terrytown,70056,4/2/2011,4/3/2011,31.398,5,48.43,87179
23807,High,0.08,20.99,0.99,92,Victoria Baker Hoover,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory15,0.83,South,Louisiana,Terrytown,70056,11/22/2013,11/23/2013,-191.576,30,503.04,87185
23808,High,0.01,9.78,1.39,93,Vicki Shannon,Express Air,Corporate,Office Supplies,Envelopes,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",0.39,South,Virginia,Tysons Corner,22102,11/22/2011,11/24/2011,4133.016,11,120.26,87180
25099,High,0.01,7.38,11.51,93,Vicki Shannon,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC Plastic Binding Combs,0.36,South,Virginia,Tysons Corner,22102,12/18/2012,12/19/2012,19.482,20,157.73,87183
25100,High,0.1,3.71,1.93,93,Vicki Shannon,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,"""While you Were Out"" Message Book, One Form per Page",0.35,South,Virginia,Tysons Corner,22102,12/18/2012,12/20/2012,690.198,8,30.01,87183
25101,High,0.01,150.98,16.01,93,Vicki Shannon,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",0.7,South,Virginia,Tysons Corner,22102,12/18/2012,12/20/2012,-475.93,25,3782.29,87183
24634,Not Specified,0.03,7.99,5.03,93,Vicki Shannon,Regular Air,Corporate,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,0.6,South,Virginia,Tysons Corner,22102,9/1/2013,9/3/2013,320.574,22,148.67,87184
6243,Not Specified,0.04,160.98,30,94,Eddie House Mueller,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,Central,Illinois,Chicago,60601,11/3/2010,11/5/2010,116.1,37,6276.34,44231
6244,Not Specified,0.01,17.98,4,94,Eddie House Mueller,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",0.79,Central,Illinois,Chicago,60601,11/3/2010,11/5/2010,-87.96,146,2664.4,44231
4722,Critical,0.06,115.99,5.26,94,Eddie House Mueller,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,636,0.57,Central,Illinois,Chicago,60601,3/13/2011,3/14/2011,-277.783,8,763.65,33632
7830,Low,0.08,6.48,7.37,94,Eddie House Mueller,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 210,0.37,Central,Illinois,Chicago,60601,4/12/2011,4/16/2011,-60.65,17,118.36,56001
7400,Not Specified,0.03,7.68,6.16,94,Eddie House Mueller,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Strips,0.35,Central,Illinois,Chicago,60601,11/8/2011,11/9/2011,-15.7435,48,430.42,52737
3815,Critical,0.09,35.99,5,94,Eddie House Mueller,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Accessory27,0.85,Central,Illinois,Chicago,60601,10/8/2012,10/10/2012,-294.6768,33,926.92,27174
4005,Not Specified,0.06,39.24,1.99,94,Eddie House Mueller,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,Verbatim DVD-R 4.7GB authoring disc,0.51,Central,Illinois,Chicago,60601,1/22/2013,1/23/2013,169.548,44,1650.19,28582
4006,Not Specified,0.02,8.01,2.87,94,Eddie House Mueller,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",0.4,Central,Illinois,Chicago,60601,1/22/2013,1/23/2013,35.184,50,419.23,28582
267,Not Specified,0.08,60.98,49,94,Eddie House Mueller,Regular Air,Home Office,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,0.59,Central,Illinois,Chicago,60601,3/19/2013,3/21/2013,-712.14,24,1449.3,1856
268,Not Specified,0.05,125.99,8.08,94,Eddie House Mueller,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,M3682,0.57,Central,Illinois,Chicago,60601,3/19/2013,3/20/2013,973.161,43,4374.69,1856
269,Not Specified,0.1,125.99,8.8,94,Eddie House Mueller,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,StarTAC 6500,0.59,Central,Illinois,Chicago,60601,3/19/2013,3/20/2013,676.125,44,4283.24,1856
4332,Medium,0.1,6.98,1.6,94,Eddie House Mueller,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",0.38,Central,Illinois,Chicago,60601,8/21/2013,8/22/2013,59.84,60,402.74,30883
6245,Not Specified,0.06,115.99,8.99,94,Eddie House Mueller,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,5185,0.58,Central,Illinois,Chicago,60601,11/3/2013,11/4/2013,311.643,86,8396.02,44231
5212,Not Specified,0,17.67,8.99,94,Eddie House Mueller,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 12"" Wall Clock",0.47,Central,Illinois,Chicago,60601,12/9/2013,12/10/2013,89.6,100,1838,37063
21815,Critical,0.09,35.99,5,95,Kristin Hunt,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Accessory27,0.85,Central,Kansas,Leawood,66209,10/8/2012,10/10/2012,-265.20912,8,224.71,87309
18267,Not Specified,0.08,60.98,49,95,Kristin Hunt,Regular Air,Home Office,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,0.59,Central,Kansas,Leawood,66209,3/19/2013,3/21/2013,-712.14,6,362.33,87312
18268,Not Specified,0.05,125.99,8.08,95,Kristin Hunt,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,M3682,0.57,Central,Kansas,Leawood,66209,3/19/2013,3/20/2013,772.1859,11,1119.11,87312
18269,Not Specified,0.1,125.99,8.8,95,Kristin Hunt,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,StarTAC 6500,0.59,Central,Kansas,Leawood,66209,3/19/2013,3/20/2013,676.125,11,1070.81,87312
22332,Medium,0.1,6.98,1.6,96,Vincent Lindsay,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",0.38,Central,Kansas,Lenexa,66215,8/21/2011,8/22/2011,64.8393,14,93.97,87307
22005,Not Specified,0.06,39.24,1.99,96,Vincent Lindsay,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,Verbatim DVD-R 4.7GB authoring disc,0.51,Central,Kansas,Lenexa,66215,1/22/2013,1/23/2013,284.6595,11,412.55,87310
22006,Not Specified,0.02,8.01,2.87,96,Vincent Lindsay,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",0.4,Central,Kansas,Lenexa,66215,1/22/2013,1/23/2013,66.8496,12,100.62,87310
22722,Critical,0.06,115.99,5.26,96,Vincent Lindsay,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,636,0.57,Central,Kansas,Lenexa,66215,3/13/2013,3/14/2013,-277.783,2,190.91,87311
24243,Not Specified,0.04,160.98,30,97,Max McKenna,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,Central,Kansas,Manhattan,66502,11/3/2010,11/5/2010,255.42,9,1526.68,87306
24245,Not Specified,0.06,115.99,8.99,97,Max McKenna,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,5185,0.58,Central,Kansas,Manhattan,66502,11/3/2010,11/4/2010,685.6146,20,1952.56,87306
25400,Not Specified,0.03,7.68,6.16,97,Max McKenna,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Strips,0.35,Central,Kansas,Manhattan,66502,11/8/2011,11/9/2011,3.1487,12,107.61,87308
24244,Not Specified,0.01,17.98,4,97,Max McKenna,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",0.79,Central,Kansas,Manhattan,66502,11/3/2013,11/5/2013,40.81344,39,711.72,87314
23212,Not Specified,0,17.67,8.99,97,Max McKenna,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 12"" Wall Clock",0.47,Central,Kansas,Manhattan,66502,12/9/2013,12/10/2013,149.0944,25,459.5,87315
25830,Low,0.08,6.48,7.37,98,Sarah Cooke Anthony,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 210,0.37,Central,Kansas,Olathe,66062,4/12/2013,4/16/2013,-60.65,4,27.85,87313
24002,Medium,0.01,3.49,0.76,99,Theresa Hansen,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,OIC Bulk Pack Metal Binder Clips,0.39,East,Connecticut,New Haven,6510,2/23/2011,2/25/2011,29.0283,12,42.07,88206
25555,High,0.06,55.99,5,100,Monica Daly,Express Air,Consumer,Technology,Telephones and Communication,Small Pack,Accessory6,0.8,East,Maine,Bangor,4401,2/14/2013,2/15/2013,-230.34,5,228.27,88210
18494,Medium,0.1,19.98,4,101,Claudia Boyle,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,East,Maine,Biddeford,4005,6/22/2010,6/24/2010,-16.2,16,303.59,88205
20320,High,0.09,145.45,17.85,101,Claudia Boyle,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,0.56,East,Maine,Biddeford,4005,4/24/2012,4/26/2012,1059.1845,13,1535.05,88209
6014,Medium,0.04,300.98,54.92,102,Caroline Johnston,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0.55,East,Massachusetts,Boston,2129,4/6/2010,4/7/2010,2023.75,31,9459.94,42599
494,Medium,0.1,19.98,4,102,Caroline Johnston,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,East,Massachusetts,Boston,2129,6/22/2010,6/24/2010,-20.25,65,1233.32,3397
495,Medium,0.09,2.88,1.49,102,Caroline Johnston,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Binders,0.36,East,Massachusetts,Boston,2129,6/22/2010,6/23/2010,-3.381,17,47.31,3397
5999,Medium,0.02,35.44,19.99,102,Caroline Johnston,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1880,0.38,East,Massachusetts,Boston,2129,2/23/2011,2/25/2011,47.65,37,1356.45,42528
6000,Medium,0.02,17.7,9.47,102,Caroline Johnston,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Portfile® Personal File Boxes,0.59,East,Massachusetts,Boston,2129,2/23/2011,2/24/2011,-43.52,13,250.75,42528
6001,Medium,0.02,9.78,1.99,102,Caroline Johnston,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",0.43,East,Massachusetts,Boston,2129,2/23/2011,2/24/2011,81.87,31,313.05,42528
6002,Medium,0.01,3.49,0.76,102,Caroline Johnston,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,OIC Bulk Pack Metal Binder Clips,0.39,East,Massachusetts,Boston,2129,2/23/2011,2/25/2011,56.73,46,161.28,42528
6003,Medium,0.02,6.48,9.17,102,Caroline Johnston,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1996,0.37,East,Massachusetts,Boston,2129,2/23/2011,2/24/2011,-147.72,29,200.7,42528
6778,Medium,0.1,5.98,7.5,102,Caroline Johnston,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1920,0.4,East,Massachusetts,Boston,2129,3/9/2011,3/10/2011,-124.72,28,164.22,48263
6779,Medium,0.07,5.68,1.21,102,Caroline Johnston,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",0.4,East,Massachusetts,Boston,2129,3/9/2011,3/10/2011,37.5,25,135.91,48263
1628,Not Specified,0.04,6.88,2,102,Caroline Johnston,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,East,Massachusetts,Boston,2129,6/29/2011,7/1/2011,86.6,68,470.11,11779
1629,Not Specified,0.09,10.97,6.5,102,Caroline Johnston,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Micro Innovations 104 Keyboard,0.64,East,Massachusetts,Boston,2129,6/29/2011,6/30/2011,-172.34,65,684.66,11779
2320,High,0.09,145.45,17.85,102,Caroline Johnston,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,0.56,East,Massachusetts,Boston,2129,4/24/2012,4/26/2012,1300.8,53,6258.27,16710
7555,High,0.06,55.99,5,102,Caroline Johnston,Express Air,Consumer,Technology,Telephones and Communication,Small Pack,Accessory6,0.8,East,Massachusetts,Boston,2129,2/14/2013,2/15/2013,-230.34,18,821.79,54053
7556,High,0.03,200.99,8.08,102,Caroline Johnston,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5125,0.59,East,Massachusetts,Boston,2129,2/14/2013,2/15/2013,1185.408,34,5634.35,54053
23999,Medium,0.02,35.44,19.99,103,Alexander Hendricks,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1880,0.38,East,Massachusetts,Franklin,2038,2/23/2011,2/25/2011,47.65,9,329.95,88206
24000,Medium,0.02,17.7,9.47,104,Annette Ferrell,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Portfile® Personal File Boxes,0.59,East,Massachusetts,Lowell,1852,2/23/2011,2/24/2011,-43.52,3,57.87,88206
24001,Medium,0.02,9.78,1.99,105,Oscar Monroe,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",0.43,East,Massachusetts,Marlborough,1752,2/23/2013,2/24/2013,55.7451,8,80.79,88211
24778,Medium,0.1,5.98,7.5,106,Harry Faulkner,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1920,0.4,East,Massachusetts,Sharon,2067,3/9/2011,3/10/2011,-124.72,7,41.06,88207
24014,Medium,0.04,300.98,54.92,107,Lois Hamilton,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0.55,East,New Hampshire,Dover,3820,4/6/2010,4/7/2010,1684.4763,8,2441.27,88204
19628,Not Specified,0.04,6.88,2,108,Fred Sharma,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,East,New Jersey,Ewing,8618,6/29/2011,7/1/2011,81.0957,17,117.53,88208
18495,Medium,0.09,2.88,1.49,109,Tom McFarland,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Binders,0.36,East,New Jersey,Lodi,7644,6/22/2010,6/23/2010,-2.7048,4,11.13,88205
24003,Medium,0.02,6.48,9.17,110,Stanley Kessler,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1996,0.37,East,New Jersey,Nutley,7110,2/23/2011,2/24/2011,-147.72,7,48.44,88206
25556,High,0.03,200.99,8.08,111,Claire Quinn,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5125,0.59,East,New Jersey,Perth Amboy,8861,2/14/2013,2/15/2013,1029.1005,9,1491.45,88210
19629,Not Specified,0.09,10.97,6.5,112,Louis Adkins,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Micro Innovations 104 Keyboard,0.64,East,New Jersey,Woodbridge,7095,6/29/2011,6/30/2011,-137.872,16,168.53,88208
24779,Medium,0.07,5.68,1.21,113,Kathryn Norton,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",0.4,East,Rhode Island,Woonsocket,2895,3/9/2011,3/10/2011,22.5078,6,32.62,88207
19074,High,0.03,4.26,1.2,114,Ron Newton,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,West,Oregon,Lake Oswego,97035,1/3/2010,1/4/2010,18.658,7,29.5,89583
19950,Medium,0.01,4.91,0.5,114,Ron Newton,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 493,0.36,West,Oregon,Lake Oswego,97035,4/4/2010,4/6/2010,40.2477,12,58.33,89584
19951,Medium,0.09,4,1.3,114,Ron Newton,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,0.37,West,Oregon,Lake Oswego,97035,4/4/2010,4/6/2010,14.0898,5,20.42,89584
20327,High,0.04,2.61,0.5,114,Ron Newton,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 479,0.39,West,Oregon,Lake Oswego,97035,12/26/2013,12/28/2013,33.0234,19,47.86,89591
26241,Low,0.07,2.12,1.99,115,Dwight M Carr,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Fuji Slim Jewel Case CD-R,0.55,West,Oregon,Mcminnville,97128,4/9/2010,4/11/2010,-55.84,12,26.07,89585
24260,Medium,0.07,115.99,2.5,115,Dwight M Carr,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,StarTAC 7797,0.55,West,Oregon,Mcminnville,97128,1/23/2011,1/25/2011,797.157,12,1155.3,89586
20744,Low,0.01,550.98,45.7,115,Dwight M Carr,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,0.71,West,Oregon,Mcminnville,97128,4/2/2011,4/7/2011,-163.2,1,452.93,89587
21230,Low,0.07,96.45,13.99,115,Dwight M Carr,Regular Air,Home Office,Technology,Office Machines,Medium Box,Soundgear TeleForum DX Desktop Conference Phone,0.38,West,Oregon,Mcminnville,97128,4/24/2013,4/29/2013,147.6,3,275.01,89589
23055,High,0.02,3.28,5,115,Dwight M Carr,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 35,0.56,West,Oregon,Mcminnville,97128,8/16/2013,8/18/2013,-37.76144,13,47.63,89590
26242,Low,0.07,1.76,0.7,116,Frances Grant,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 326,0.56,West,Oregon,Medford,97504,4/9/2013,4/16/2013,-3.36,3,5.1,89588
1074,High,0.03,4.26,1.2,117,Linda Weiss,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,West,Washington,Seattle,98103,1/3/2010,1/4/2010,9.82,29,122.23,7909
1950,Medium,0.01,4.91,0.5,117,Linda Weiss,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 493,0.36,West,Washington,Seattle,98103,4/4/2010,4/6/2010,112.06,47,228.46,13959
1951,Medium,0.09,4,1.3,117,Linda Weiss,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,0.37,West,Washington,Seattle,98103,4/4/2010,4/6/2010,16.79,19,77.61,13959
8241,Low,0.07,2.12,1.99,117,Linda Weiss,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Fuji Slim Jewel Case CD-R,0.55,West,Washington,Seattle,98103,4/9/2010,4/11/2010,-55.84,46,99.94,58914
2744,Low,0.01,550.98,45.7,117,Linda Weiss,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,0.71,West,Washington,Seattle,98103,4/2/2011,4/7/2011,-163.2,3,1358.78,19812
6260,Medium,0.07,115.99,2.5,117,Linda Weiss,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,StarTAC 7797,0.55,West,Washington,Seattle,98103,1/23/2013,1/25/2013,585.9468,52,5006.28,44295
8242,Low,0.07,1.76,0.7,117,Linda Weiss,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 326,0.56,West,Washington,Seattle,98103,4/9/2013,4/16/2013,-3.36,11,18.7,58914
3230,Low,0.07,96.45,13.99,117,Linda Weiss,Regular Air,Home Office,Technology,Office Machines,Medium Box,Soundgear TeleForum DX Desktop Conference Phone,0.38,West,Washington,Seattle,98103,4/24/2013,4/29/2013,147.6,13,1191.73,23172
5055,High,0.02,3.28,5,117,Linda Weiss,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 35,0.56,West,Washington,Seattle,98103,8/16/2013,8/18/2013,-89.06,52,190.52,36038
2327,High,0.04,2.61,0.5,117,Linda Weiss,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 479,0.39,West,Washington,Seattle,98103,12/26/2013,12/28/2013,32.81,76,191.42,16772
18388,Not Specified,0.08,18.97,9.03,119,Judy Kennedy,Regular Air,Corporate,Office Supplies,Paper,Small Box,Computer Printout Paper with Letter-Trim Perforations,0.37,West,Utah,Kearns,84118,12/17/2011,12/19/2011,61.905,23,405.56,86521
20333,Low,0.08,30.44,1.49,119,Judy Kennedy,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Premier Elliptical Ring Binder, Black",0.37,West,Utah,Kearns,84118,12/30/2012,1/1/2013,304.3452,15,441.08,86524
20334,Low,0.04,6.48,5.74,119,Judy Kennedy,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1994,0.37,West,Utah,Kearns,84118,12/30/2012,1/1/2013,-26.105,13,86.17,86524
19510,Critical,0.09,115.99,5.99,119,Judy Kennedy,Express Air,Corporate,Technology,Telephones and Communication,Small Box,2160,0.57,West,Utah,Kearns,84118,2/10/2013,2/12/2013,-90.123,4,366.1,86525
18129,Low,0.02,6.48,5.9,119,Judy Kennedy,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1976,0.37,West,Utah,Kearns,84118,4/18/2013,4/22/2013,-17.58,2,15.27,86526
20688,High,0.05,6.3,0.5,120,Helen H Murphy,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 51,0.39,West,Utah,Layton,84041,7/12/2010,7/13/2010,41.2965,10,59.85,86520
20689,High,0.09,205.99,3,120,Helen H Murphy,Express Air,Corporate,Technology,Telephones and Communication,Small Box,6185,0.58,West,Utah,Layton,84041,7/12/2010,7/14/2010,1179.0237,10,1708.73,86520
23671,Medium,0.06,8.67,3.5,120,Helen H Murphy,Express Air,Corporate,Office Supplies,Appliances,Small Box,Staples 4 Outlet Surge Protector,0.58,West,Utah,Layton,84041,2/3/2012,2/5/2012,2.71,13,116.54,86522
25553,Medium,0.05,140.98,36.09,120,Helen H Murphy,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",0.77,West,Utah,Layton,84041,8/11/2012,8/13/2012,-159.8792,11,1578.9,86523
25554,Medium,0.06,4.13,0.99,120,Helen H Murphy,Express Air,Corporate,Office Supplies,Labels,Small Box,Avery 491,0.39,West,Utah,Layton,84041,8/11/2012,8/12/2012,43.8012,14,63.48,86523
25359,Critical,0.02,35.41,1.99,122,Miriam Proctor,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Imation DVD-RAM discs,0.43,West,California,Visalia,93277,4/11/2012,4/13/2012,341.9226,14,495.54,90670
25360,Critical,0.01,42.76,6.22,122,Miriam Proctor,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"SAFCO Mobile Desk Side File, Wire Frame",,West,California,Visalia,93277,4/11/2012,4/12/2012,217.9365,7,315.85,90670
21183,Medium,0.08,27.48,4,122,Miriam Proctor,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,0.75,West,California,Visalia,93277,4/30/2012,5/1/2012,-103.23,1,26.28,90671
26165,High,0.1,7.1,6.05,122,Miriam Proctor,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,West,California,Visalia,93277,8/30/2013,8/31/2013,-48.41868,23,160.29,90672
26166,High,0.01,119.99,56.14,122,Miriam Proctor,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,West,California,Visalia,93277,8/30/2013,8/30/2013,-41.7350832,8,1006.9,90672
19942,Critical,0.06,8.57,6.14,123,Shawn Stern,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Office Executive Series Stainless Steel Trimmers,0.59,South,Virginia,Tysons Corner,22102,10/9/2010,10/10/2010,105.678,11,94.97,90669
